V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,consent,Instructions,E2_SH_FLAT_FORW,E2_SH_FLAT_BACK,E2_TH_FLAT_FORW,E2_TH_FLAT_BACK,E2_SH_PUSH_FORW,E2_SH_PUSH_BACK,E2_TH_PUSH_FORW,E2_TWO_PUSH_BACK,VideoCompletion,VideoNTimes,VideoIssues,OpenEnded,GestureNotice,MathQuestion,TransitionPerson,Likeability,Approachability,Warm,Friendly,TransitionAQ,AQ1_face,AQ2_face,age,gender,handedness,language,ThankYou,DO-BR-FL_10,LocationLatitude,LocationLongitude,LocationAccuracy,
ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,CONSENT   This study investigates language and perception. You will be asked to look at a picture...,"INSTRUCTIONS   On the next screen, you will see a video of a person. Please make sure that your a...",Response:,Response:,Response:,Response:,Response:,Response:,Response:,Response:,Were you able to view the video completely?,"If you were able to view the video, how many times did you view it?",Were there any video or audio issues that you were aware of?,"Any observations, thoughts, ideas you want to share with us about the person you just saw or the...",Did you notice the person's gestures?,What is 9 + 4?,The next four questions are about the person in the video:,The person in the video is likeable.  ,The person in the video is approachable.,The person in the video is warm.,The person in the video is friendly.,The next two questions are about yourself:,I find it easy to work out what someone is thinking or feeling just by looking at their face.,I find it difficult to work out people’s intentions.,What is your age?,What is your gender?,Are you left or right-handed?,What is your native language / your native languages?   Your native language(s) is what you spoke...,You completed our survey! Please follow the link below to retrieve the access code for this HIT:...,Display Order: Block Randomizer FL_10,LocationLatitude,LocationLongitude,LocationAccuracy,
R_31LBkWYykhRzw2H,Default Response Set,Anonymous,,,50.49.212.59,0,2019-07-04 09:52:00,2019-07-04 09:56:44,0,1,1,,,,,,Friday,,,Yes,2,no,"The video started quickly and I wanted to be sure I heard him correctly, he had an accent.",Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly disagree,48,female,left-handed,English,,E2_SH_PUSH_BACK,,,-1,
R_3Eo2xoEILZ99MDN,Default Response Set,Anonymous,,,50.91.218.147,0,2019-07-04 09:56:05,2019-07-04 09:57:35,0,1,1,,,friday,,,,,,Yes,1,no,accented voice and  gestures,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly disagree,22,male,right-handed,English,,E2_TH_FLAT_FORW,,,-1,
R_126d8xYYtPXpqbi,Default Response Set,Anonymous,,,98.157.147.226,0,2019-07-04 09:54:25,2019-07-04 09:57:50,0,1,1,,,,,,,saturday,,Yes,2,no,no,Probably yes,13,1,strongly agree,strongly agree,strongly agree,strongly agree,1,slightly agree,slightly disagree,60,female,right-handed,English,,E2_TH_PUSH_FORW,,,-1,
R_2RVOgfRfF7Sd3iN,Default Response Set,Anonymous,,,196.19.156.129,0,2019-07-04 09:54:06,2019-07-04 09:57:25,0,1,1,,,,,doing survey,,,,Yes,2,no,yeah it's good,Probably yes,13,1,slightly agree,strongly agree,slightly agree,slightly agree,1,slightly agree,slightly agree,27,male,right-handed,English,,E2_SH_PUSH_FORW,,,-1,
R_3KHZJDDcCdeJKh0,Default Response Set,Anonymous,,,75.84.150.213,0,2019-07-04 09:54:01,2019-07-04 09:58:22,0,1,1,Friday,,,,,,,,Yes,1,Video was lagging,gesture was awkward.,Definitely not,13,1,slightly disagree,slightly disagree,slightly disagree,slightly disagree,1,strongly agree,strongly disagree,32,male,right-handed,English,,E2_SH_FLAT_FORW,,,-1,
R_PIip0NK5CiZDjUJ,Default Response Set,Anonymous,,,67.252.50.96,0,2019-07-04 09:57:15,2019-07-04 09:58:38,0,1,1,Tomorrow,,,,,,,,Yes,1,no,no,Definitely yes,13,1,slightly agree,strongly agree,slightly agree,slightly agree,1,slightly agree,strongly disagree,39,female,right-handed,English,,E2_SH_FLAT_FORW,,,-1,
R_22P5c1DbnyN2swM,Default Response Set,Anonymous,,,174.101.109.65,0,2019-07-04 09:57:43,2019-07-04 09:58:59,0,1,1,,,Friday,,,,,,Yes,2,No,,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly disagree,28,female,right-handed,English,,E2_TH_FLAT_FORW,,,-1,
R_3KvX409GIwoLj8A,Default Response Set,Anonymous,,,23.108.57.181,0,2019-07-04 09:57:05,2019-07-04 09:58:22,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2_TH_FLAT_BACK,,,-1,
R_28HiEffpXDGetYD,Default Response Set,Anonymous,,,96.246.245.142,0,2019-07-04 09:54:09,2019-07-04 09:59:26,0,1,1,,,Friday,,,,,,Yes,1,no,The person aided comprehension of the message with a gesture.,Definitely yes,13,1,slightly agree,strongly agree,slightly agree,slightly agree,1,slightly disagree,slightly agree,59,male,right-handed,English,,E2_TH_FLAT_FORW,,,-1,
R_1K9lNIioCLvOKPk,Default Response Set,Anonymous,,,23.111.188.5,0,2019-07-04 09:52:18,2019-07-04 09:59:14,0,1,1,,,,,,,friday,,Yes,2,none,,Definitely yes,13,1,slightly agree,slightly disagree,slightly agree,strongly agree,1,slightly agree,slightly disagree,30,female,right-handed,english,,E2_TH_PUSH_FORW,,,-1,
R_1Q0eAWhAAcCcNzT,Default Response Set,Anonymous,,,73.11.131.65,0,2019-07-04 09:57:09,2019-07-04 09:59:59,0,1,1,,don't know,,,,,,,Yes,one,audio too low and too fast,I didn't understand the question,Definitely yes,13,1,slightly agree,slightly disagree,slightly disagree,slightly disagree,1,slightly disagree,slightly agree,66,female,left-handed,English,,E2_SH_FLAT_BACK,,,-1,
R_3hrRzpJcoWnw6qv,Default Response Set,Anonymous,,,47.187.214.20,0,2019-07-04 09:57:08,2019-07-04 10:00:05,0,1,1,,,,,,,Response definition is - an act of responding. How to use response in a sentence. Synonym Discussion of response.,,Yes,"Below a video, you can see a count of how many times it's been viewed. A video's view count is visible to anyone who can see the post. Note that you're not able ...",none,none,Probably not,13,1,slightly disagree,slightly agree,strongly disagree,slightly disagree,1,slightly disagree,strongly disagree,26,female,right-handed,english,,E2_TH_PUSH_FORW,,,-1,
R_3RvAzTH52AIIWlL,Default Response Set,Anonymous,,,196.17.65.56,0,2019-07-04 09:57:42,2019-07-04 10:01:10,0,1,1,,,,,,WHAT SAY,,,Yes,2,NO,NO,Probably yes,13,1,slightly agree,strongly agree,slightly agree,strongly agree,1,slightly agree,strongly agree,28,male,right-handed,ENGLISH,,E2_SH_PUSH_BACK,,,-1,
R_2R9rvEgtPHhpkDj,Default Response Set,Anonymous,,,69.133.40.218,0,2019-07-04 09:53:45,2019-07-04 10:03:10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_2bQoewaUWJJzihM,Default Response Set,Anonymous,,,47.149.133.37,0,2019-07-04 10:02:59,2019-07-04 10:03:32,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2_TH_FLAT_FORW,,,-1,
R_1lz2E6lHODFwglo,Default Response Set,Anonymous,,,72.198.74.135,0,2019-07-04 10:00:31,2019-07-04 10:04:54,0,1,1,,,,,,Monday,,,Yes,2,no,no,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly disagree,slightly agree,57,male,right-handed,English,,E2_SH_PUSH_BACK,,,-1,
R_2OMYp4nvEqQ2c5v,Default Response Set,Anonymous,,,73.79.233.100,0,2019-07-04 10:03:12,2019-07-04 10:07:20,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2_SH_FLAT_BACK,,,-1,
R_OxHPT7X3Kdrqq2Z,Default Response Set,Anonymous,,,66.168.224.37,0,2019-07-04 10:04:47,2019-07-04 10:07:45,0,1,1,,,,Friday,,,,,Yes,2,No,He spoke fast.,Definitely yes,13,1,slightly agree,slightly agree,slightly disagree,slightly disagree,1,slightly disagree,slightly disagree,57,female,right-handed,English,,E2_TH_FLAT_BACK,,,-1,
R_1mOvI9V9kh0HS64,Default Response Set,Anonymous,,,65.24.184.141,0,2019-07-04 10:06:49,2019-07-04 10:08:14,0,1,1,,Saturday,,,,,,,Yes,1,no,no,Definitely yes,12,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly disagree,30,male,right-handed,English,,E2_SH_FLAT_BACK,,,-1,
R_1jIXew32ldq1Pv3,Default Response Set,Anonymous,,,71.234.240.230,0,2019-07-04 10:07:32,2019-07-04 10:10:05,0,1,1,,,,,Monday,,,,Yes,2,None,,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly disagree,45,female,right-handed,English,,E2_SH_PUSH_FORW,,,-1,
R_ueS7oIdQ9cGgxoJ,Default Response Set,Anonymous,,,24.235.79.230,0,2019-07-04 13:27:42,2019-07-04 13:28:46,0,1,1,friday,,,,,,,,Yes,1,no,"no, he just had a heavy accent",Definitely yes,13,1,slightly agree,strongly agree,slightly agree,slightly agree,1,slightly agree,strongly disagree,33,female,right-handed,english,,E2_SH_FLAT_FORW,,,-1,
R_a4SpPxmQ84xyJBT,Default Response Set,Anonymous,,,76.0.62.209,0,2019-07-04 10:09:07,2019-07-04 10:10:57,0,1,1,,,,,,,,next Monday,Yes,2,No,No,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly disagree,29,male,left-handed,English,,E2_TWO_PUSH_BACK,,,-1,
R_2e3xy16bM6qSf74,Default Response Set,Anonymous,,,108.71.225.10,0,2019-07-04 13:05:01,2019-07-04 13:08:22,0,1,1,,,Monday,,,,,,Yes,3,He doesn't enunciate that well and it was a little soft,no,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,,slightly agree,32,male,right-handed,English,,E2_TH_FLAT_FORW,,,-1,
R_3PbgT3is8Z7jPhB,Default Response Set,Anonymous,,,76.90.172.57,0,2019-07-04 13:00:28,2019-07-04 13:01:04,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2_TWO_PUSH_BACK,,,-1,
R_2WOaykDSPnJXeOj,Default Response Set,Anonymous,,,73.236.186.252,0,2019-07-04 13:06:21,2019-07-04 13:09:56,0,1,1,,,,today is Thursday July 4th,,,,,Yes,once,no,no,Definitely not,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly disagree,slightly agree,67,male,right-handed,English,,E2_TH_FLAT_BACK,,,-1,
R_2cj9BhQa6Rr9lnG,Default Response Set,Anonymous,,,71.169.157.107,0,2019-07-04 10:10:46,2019-07-04 10:11:22,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2_TH_PUSH_FORW,,,-1,
R_3qR4qrFMFRdYogJ,Default Response Set,Anonymous,,,186.178.68.248,0,2019-07-04 12:51:26,2019-07-04 12:51:32,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2_TH_FLAT_BACK,,,-1,
R_2zBWfz6R4eOS9B6,Default Response Set,Anonymous,,,73.136.162.152,0,2019-07-04 12:48:44,2019-07-04 12:50:05,0,1,1,,,,,,,,monday,Yes,2,none,,Definitely yes,13,1,slightly agree,strongly agree,slightly agree,strongly agree,1,strongly agree,slightly disagree,18,male,right-handed,English,,E2_TWO_PUSH_BACK,,,-1,
R_27dT1wG3NqUM7c5,Default Response Set,Anonymous,,,100.36.57.196,0,2019-07-04 12:52:14,2019-07-04 12:53:15,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2_SH_FLAT_BACK,,,-1,
R_3O9eZO9EVnVMD81,Default Response Set,Anonymous,,,98.224.27.4,0,2019-07-04 12:48:21,2019-07-04 12:48:36,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2_SH_PUSH_BACK,,,-1,
R_RQSAhe9ZjNZpJPH,Default Response Set,Anonymous,,,50.89.227.185,0,2019-07-04 12:48:53,2019-07-04 12:51:04,0,1,1,,,,,,,Friday,,Yes,3 because I had a hard time understanding what he was saying because of his accent.,no,,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly disagree,42,female,left-handed,English,,E2_TH_PUSH_FORW,,,-1,
R_2uBQoWHnBjN8Wfh,Default Response Set,Anonymous,,,96.235.174.6,0,2019-07-04 12:42:54,2019-07-04 12:45:47,0,1,1,,,,,Friday,,,,Yes,3,no,none,Definitely not,13,1,slightly disagree,slightly disagree,slightly disagree,slightly disagree,1,slightly agree,slightly disagree,55,female,right-handed,english,,E2_SH_PUSH_FORW,,,-1,
R_3k4FWUxOuBhuSxT,Default Response Set,Anonymous,,,72.129.153.70,0,2019-07-04 12:39:51,2019-07-04 12:42:06,0,1,1,,,,,,,Friday,,Yes,1,,The first sentence was spoken so quickly I'm not sure I got it right.,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly disagree,slightly agree,60,female,right-handed,English,,E2_TH_PUSH_FORW,,,-1,
R_3fGBvB1denvDhkh,Default Response Set,Anonymous,,,68.0.123.171,0,2019-07-04 12:43:26,2019-07-04 12:43:42,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2_SH_FLAT_BACK,,,-1,
R_2qn6CuDRwSXU5wu,Default Response Set,Anonymous,,,76.91.197.204,0,2019-07-04 12:39:13,2019-07-04 12:40:21,0,1,1,,,,Monday,,,,,Yes,1,no,I like the hand thing,Definitely yes,13,1,slightly agree,strongly agree,slightly agree,slightly agree,1,strongly agree,strongly agree,21,male,right-handed,english,,E2_TH_FLAT_BACK,,,-1,
R_1pQnWw14XDzDMA0,Default Response Set,Anonymous,,,70.182.90.43,0,2019-07-04 12:40:50,2019-07-04 12:43:03,0,1,1,,,,,,,,Monday,Yes,2 times,no,N/A,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,strongly agree,strongly disagree,25,male,ambidextrous,English,,E2_TWO_PUSH_BACK,,,-1,
R_Z2Aq9744ujRe0Tf,Default Response Set,Anonymous,,,71.47.110.167,0,2019-07-04 12:39:21,2019-07-04 12:40:17,0,1,1,monday,,,,,,,,Yes,once,no,n/a,Probably yes,13,1,slightly disagree,slightly disagree,slightly disagree,slightly disagree,1,slightly disagree,slightly agree,32,male,right-handed,English,,E2_SH_FLAT_FORW,,,-1,
R_3Rf8IsvEIsVvS5W,Default Response Set,Anonymous,,,85.97.186.121,0,2019-07-04 12:47:30,2019-07-04 12:48:22,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2_SH_FLAT_FORW,,,-1,
R_OOa3rbBzoz5drwJ,Default Response Set,Anonymous,,,24.118.200.240,0,2019-07-04 10:24:06,2019-07-04 10:32:13,0,1,1,,,,,,Friday,,,Yes,1,NA,Used misleading hand gesture,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly disagree,20,male,right-handed,English,,E2_SH_PUSH_BACK,,,-1,
R_ZvCmPz7pzsQ8Vbj,Default Response Set,Anonymous,,,76.169.110.192,0,2019-07-04 12:40:19,2019-07-04 12:42:05,0,1,1,monday,,,,,,,,Yes,1,no,,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly disagree,33,male,ambidextrous,english,,E2_SH_FLAT_FORW,,,-1,
R_1oqnvqHasIqLtJ3,Default Response Set,Anonymous,,,69.181.223.187,0,2019-07-04 10:19:46,2019-07-04 10:22:01,0,1,1,,,,monday,,,,,Yes,1,no,none,Probably yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly disagree,40,male,right-handed,English,,E2_TH_FLAT_BACK,,,-1,
R_3DhVz9AgwypLWKh,Default Response Set,Anonymous,,,175.176.71.6,0,2019-07-04 12:39:28,2019-07-04 12:40:58,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2_TWO_PUSH_BACK,,,-1,
R_1odkID97cDHL6hg,Default Response Set,Anonymous,,,107.172.250.58,0,2019-07-04 10:34:49,2019-07-04 10:37:06,0,1,1,FORWARD,,,,,,,,Yes,1,YES,YES,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,strongly agree,1,slightly disagree,slightly disagree,26,male,right-handed,ENGLISH,,E2_SH_FLAT_FORW,,,-1,
R_AgqB3emy68slNVT,Default Response Set,Anonymous,,,98.162.172.43,0,2019-07-04 10:08:17,2019-07-04 10:17:07,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2_SH_FLAT_FORW,,,-1,
R_eKBsbCGSVtPvBJf,Default Response Set,Anonymous,,,98.165.224.73,0,2019-07-04 15:40:56,2019-07-04 15:42:18,1,1,1,,,,,,,saturday,,Yes,once,nope,The person spoke very fast and it was kind of difficult to understand them.,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly disagree,23,female,right-handed,English,1,E2_TH_PUSH_FORW,33.312103271484,-111.82129669189,-1,
R_27lIHPhrgnwRk7j,Default Response Set,Anonymous,,,107.77.233.138,0,2019-07-04 15:41:33,2019-07-04 15:43:26,1,1,1,Friday,,,,,,,,Yes,2,no,,Definitely yes,13,1,slightly disagree,slightly agree,slightly disagree,slightly disagree,1,slightly agree,slightly disagree,34,female,left-handed,English,1,E2_SH_FLAT_FORW,37.751007080078,-97.821998596191,-1,
R_27lniC8o4jZtuGb,Default Response Set,Anonymous,,,71.234.186.21,0,2019-07-04 15:41:16,2019-07-04 15:43:41,1,1,1,,,Next Friday,,,,,,Yes,Once,No,None.,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly disagree,28,female,right-handed,English,1,E2_TH_FLAT_FORW,42.601303100586,-72.623596191406,-1,
R_1NnbdZR7miab7Ax,Default Response Set,Anonymous,,,24.208.150.73,0,2019-07-04 15:40:48,2019-07-04 15:43:41,1,1,1,,,,,,Forward two days.,,,Yes,1,No,No,Probably yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly agree,26,male,right-handed,English,1,E2_SH_PUSH_BACK,37.96369934082,-87.393798828125,-1,
R_29ibPcwJ7CIktDk,Default Response Set,Anonymous,,,76.18.148.242,0,2019-07-04 15:41:40,2019-07-04 15:44:22,1,1,1,,fast,,,,,,,Yes,1,no,no,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,strongly agree,strongly disagree,47,female,right-handed,English,1,E2_SH_FLAT_BACK,36.306594848633,-86.61009979248,-1,
R_TcSXj81PNgSB8OJ,Default Response Set,Anonymous,,,174.216.42.125,0,2019-07-04 15:40:41,2019-07-04 15:44:39,1,1,1,,,,,FRIDAY,,,,Yes,1,no,,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly disagree,61,female,right-handed,English,1,E2_SH_PUSH_FORW,47.663101196289,-122.30290222168,-1,
R_SCB8xbD7Sqk19OF,Default Response Set,Anonymous,,,204.116.92.61,0,2019-07-04 15:41:01,2019-07-04 15:45:44,1,1,1,,Monday,,,,,,,Yes,1,No.,He was speaking a little fast & his hand movement seemed to contradict what he was saying.,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly disagree,44,male,right-handed,English,1,E2_SH_FLAT_BACK,34.654602050781,-80.363899230957,-1,
R_30jFyC9bglhhOA4,Default Response Set,Anonymous,,,68.231.28.144,0,2019-07-04 15:44:45,2019-07-04 15:46:42,1,1,1,,,,Monday,,,,,Yes,3,no,,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly disagree,38,female,right-handed,english,1,E2_TH_FLAT_BACK,33.189193725586,-111.53150177002,-1,
R_3oSDauuXjzouJYM,Default Response Set,Anonymous,,,107.152.104.227,0,2019-07-04 15:43:39,2019-07-04 15:47:40,1,1,1,,,,,Friday ,,,,Yes,2,yes ,it was about meeting been moved ,Definitely yes,13,1,slightly agree,slightly agree,slightly disagree,slightly agree,1,strongly agree,slightly disagree,27,female,right-handed,English ,1,E2_SH_PUSH_FORW,40.731903076172,-74.077499389648,-1,
R_3JqGHQihRNeiZW5,Default Response Set,Anonymous,,,64.38.130.216,0,2019-07-04 15:41:18,2019-07-04 15:47:46,1,1,1,,,,,,,,is today the meeting,Yes,9,no,very over exaggerated as the subject expressed the message and cost to understand it,Definitely yes,13,1,strongly disagree,strongly disagree,strongly agree,slightly disagree,1,slightly disagree,strongly agree,22,male,right-handed,"Spanish, English",1,E2_TWO_PUSH_BACK,37.751007080078,-97.821998596191,-1,
R_RQvnJj1yBJkP3xf,Default Response Set,Anonymous,,,96.227.106.123,0,2019-07-04 15:45:46,2019-07-04 15:48:41,1,1,1,,,,,,,Friday,,Yes,2,Audio wasn't very clear.,"He did quite a dramatic hand gesture for ""moving forward.""",Definitely yes,13,1,strongly agree,strongly agree,slightly agree,strongly agree,1,strongly agree,strongly disagree,52,female,right-handed,English,1,E2_TH_PUSH_FORW,39.920593261719,-75.182601928711,-1,
R_1DNI6nMmGu3gPQo,Default Response Set,Anonymous,,,98.253.234.114,0,2019-07-04 15:47:25,2019-07-04 15:48:51,1,1,1,Monday,,,,,,,,Yes,2,,,Definitely yes,13,1,slightly agree,strongly agree,slightly agree,strongly agree,1,slightly agree,strongly agree,26,male,right-handed,english,1,E2_SH_FLAT_FORW,40.768707275391,-89.602401733398,-1,
R_1gHZwkIrWReehvR,Default Response Set,Anonymous,,,96.11.198.75,0,2019-07-04 15:47:54,2019-07-04 15:50:42,1,1,1,,,,monday,,,,,Yes,3,"No, except sound was too low.",no,Definitely yes,13,1,strongly agree,strongly agree,strongly agree,strongly agree,1,strongly agree,strongly disagree,43,female,right-handed,english,1,E2_TH_FLAT_BACK,37.886795043945,-84.566703796387,-1,
R_2QmJvCPr5NzPDzz,Default Response Set,Anonymous,,,162.231.57.35,0,2019-07-04 15:51:20,2019-07-04 15:52:35,1,1,1,,Monday,,,,,,,Yes,3,,The accent was hard to hear,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly disagree,35,male,right-handed,English,1,E2_SH_FLAT_BACK,32.740493774414,-117.09349822998,-1,
R_1hWt00PPOSd7exo,Default Response Set,Anonymous,,,154.156.90.42,0,2019-07-04 15:49:29,2019-07-04 15:54:23,1,1,1,,,,,Saturday,,,,Yes,2,No,"His accent was somehow weird, but he looked confident on what he was doing.",Definitely yes,13,1,slightly disagree,slightly disagree,slightly disagree,slightly disagree,1,slightly agree,slightly disagree,27,female,right-handed,English,1,E2_SH_PUSH_FORW,1,38,-1,
R_2Xp2RxDTRlsj4sn,Default Response Set,Anonymous,,,73.24.28.87,0,2019-07-04 15:59:02,2019-07-04 16:00:39,1,1,1,,,,,,,friday,,Yes,2,none,"I couldn't really tell if he was saying Thursday or Wednesday, or if he meant 10 days or 2 days. ",Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly disagree,slightly agree,25,female,right-handed,english,1,E2_TH_PUSH_FORW,44.970993041992,-93.049797058105,-1,
R_2VIOTJ2pDdb1FDj,Default Response Set,Anonymous,,,108.4.20.94,0,2019-07-04 16:05:50,2019-07-04 16:07:58,1,1,1,,,,,,Monday,,,Yes,1,no,n/a,Probably yes,13,1,slightly agree,strongly agree,slightly agree,slightly agree,1,slightly agree,slightly disagree,49,female,right-handed,English,1,E2_SH_PUSH_BACK,37.511505126953,-77.566200256348,-1,
R_1n2a1WTf2mJYZaz,Default Response Set,Anonymous,,,75.138.97.96,0,2019-07-04 16:12:37,2019-07-04 16:14:20,1,1,1,,,,,,,,Monday,Yes,Three times,No,The person's pronunciation was very hard to understand.,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly disagree,36,male,right-handed,English,1,E2_TWO_PUSH_BACK,34.751800537109,-82.255599975586,-1,
R_6EafUiaN3luTDkB,Default Response Set,Anonymous,,,184.58.128.248,0,2019-07-04 16:23:15,2019-07-04 16:25:22,1,1,1,,,,,,Friday,,,Yes,2,no,He speaks really quickly,Probably yes,13,1,slightly agree,slightly agree,slightly disagree,slightly disagree,1,slightly agree,slightly disagree,39,female,right-handed,english,1,E2_SH_PUSH_BACK,42.882095336914,-88.345100402832,-1,
R_sjOZkSJdDqR5eVP,Default Response Set,Anonymous,,,64.50.246.144,0,2019-07-04 16:35:36,2019-07-04 16:38:30,1,1,1,,,,The meeting is on Monday instead of Wednesday,,,,,Yes,once,no,,Definitely yes,13,1,strongly agree,strongly agree,strongly agree,strongly agree,1,strongly agree,slightly disagree,57,female,right-handed,English,1,E2_TH_FLAT_BACK,46.572998046875,-122.70750427246,-1,
R_0xODSijDTR7KCBP,Default Response Set,Anonymous,,,68.107.115.120,0,2019-07-04 16:15:30,2019-07-04 16:17:21,0,1,1,friday,,,,,,,,Yes,2,the video didnt fully buffer. it played until about the 6 second mark and then paused,,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly disagree,37,male,right-handed,english,,E2_SH_FLAT_FORW,,,-1,
R_31HF9wcRqZuD4V6,Default Response Set,Anonymous,,,181.49.94.89,0,2019-07-04 16:17:42,2019-07-04 16:20:03,0,1,1,,,,,,,friday,,Yes,2,I could not understand his accent.,,Definitely yes,13,1,slightly agree,slightly agree,slightly disagree,slightly agree,1,slightly disagree,slightly agree,27,male,right-handed,english,,E2_TH_PUSH_FORW,,,-1,
R_bBpos29cOInqBd7,Default Response Set,Anonymous,,,97.94.67.192,0,2019-07-04 15:49:29,2019-07-04 15:50:54,0,1,1,,,,,Monday,,,,Yes,3,No,I believe he said Wednesday's meeting is being moved forward two days what day is the meeting now.,Probably yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly disagree,slightly agree,38,male,right-handed,English,,E2_SH_PUSH_FORW,,,-1,
R_yxPCMBdKry2hSuJ,Default Response Set,Anonymous,,,162.198.143.20,0,2019-07-04 16:10:49,2019-07-04 16:11:59,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2_TH_FLAT_BACK,,,-1,
R_29mFh46EbJ9tMTP,Default Response Set,Anonymous,,,73.93.131.115,0,2019-07-04 15:59:03,2019-07-04 16:00:34,0,1,1,,,Friday,,,,,,Yes,twice,no,Had to rewatch since I forgot what day it was. ,Definitely yes,13,1,slightly agree,slightly disagree,slightly disagree,slightly disagree,1,slightly disagree,slightly disagree,19,female,right-handed,"spanish, english",,E2_TH_FLAT_FORW,,,-1,
R_1mxbBDGQUgof8g5,Default Response Set,Anonymous,,,107.134.96.183,0,2019-07-04 15:47:26,2019-07-04 15:49:40,0,1,1,Monday,,,,,,,,Yes,Twice,no,tricky question,Definitely yes,13,1,strongly agree,strongly agree,slightly agree,strongly agree,1,slightly agree,slightly disagree,32,male,left-handed,English,,E2_SH_FLAT_FORW,,,-1,
R_2dv6ZdL4o0IMfVe,Default Response Set,Anonymous,,,105.178.104.11,0,2019-07-04 15:45:10,2019-07-04 15:48:47,0,1,1,,Monday,,,,,,,Yes,Twice,No,No,Definitely yes,13,1,strongly agree,strongly agree,strongly agree,strongly agree,1,strongly agree,strongly disagree,30,male,right-handed,English,,E2_SH_FLAT_BACK,,,-1,
R_W2wlAxFdaz2Nujn,Default Response Set,Anonymous,,,65.130.219.187,0,2019-07-04 15:44:26,2019-07-04 15:46:03,0,1,1,,today,,,,,,,Yes,1,no,,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,strongly agree,slightly disagree,39,male,right-handed,english,,E2_SH_FLAT_BACK,,,-1,
R_2QPLTDdahqstsfY,Default Response Set,Anonymous,,,107.77.233.138,0,2019-07-04 15:46:15,2019-07-04 15:46:43,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2_TH_FLAT_FORW,,,-1,
